id,name,faction,type,tribe,rarity,cost,attack,health,keywords,cardText,flavorText,collectible,set,artPrompt
neutral_starport_mechanic,Starport Mechanic,Neutral,Minion,,Common,2,2,4,"Guardian, Deploy",Give a friendly Mech +1/+1,Fixes Mechs. Fixes everything. Would fix you if you held still.,True,CORE,
neutral_cosmic_courier,Cosmic Courier,Neutral,Minion,,Common,2,2,3,"Lethal, Deploy",Draw a card,Special delivery! Contents: one card.,True,CORE,
neutral_gravedigger,Gravedigger,Neutral,Minion,,Common,2,2,4,Deploy,Deal 1 damage to a random enemy,Digs up the dead. They don't mind. Probably.,True,CORE,
neutral_frontier_guard,Frontier Guard,Neutral,Minion,,Common,2,2,4,Swift,GUARDIAN,Stands here. Blocks things. Doesn't ask questions.,True,CORE,
neutral_arena_challenger,Arena Challenger,Neutral,Minion,,Common,2,3,3,,.,3/2 for 2. Solid. Boring. Effective.,True,CORE,
neutral_feral_tracker,Feral Tracker,Neutral,Minion,Beast,Common,2,2,3,Swift,Deal 1 damage to a random enemy,Tracks prey. Hunts immediately. Five-star predator.,True,CORE,
neutral_energizer_bot,Energizer Bot,Neutral,Minion,Mech,Common,2,1,4,Deploy,Deal 1 damage to a random enemy,Keeps going. And going. And buffing.,True,CORE,
neutral_shady_merchant,Shady Merchant,Neutral,Minion,,Common,2,2,3,"Lethal, Deploy",Draw a card,Great selection. Terrible prices.,True,CORE,
neutral_nova_hound,Nova Hound,Neutral,Minion,Beast,Common,2,2,2,Blitz,Draw a card,Fetches faces. Good boy. Violent boy.,True,CORE,
neutral_cosmic_twins,Cosmic Twins,Neutral,Minion,,Common,2,1,2,"Blitz, Deploy",Draw a card,Two for one. Both equally unimpressive. Together? Still unimpressive. But TWO of them.,True,CORE,
neutral_medic_drone,Medic Drone,Neutral,Minion,Mech,Common,2,1,4,"Drain, Deploy",Restore 3 Health to a friendly character,Heals wounds. Asks no questions. Good bedside manner for a robot.,True,CORE,
neutral_warp_runner,Warp Runner,Neutral,Minion,,Common,2,3,2,Deploy,Deal 1 damage to the enemy Hero,Arrives fast. Hits once. Dies soon. Efficient.,True,CORE,
neutral_scrap_hound,Scrap Hound,Neutral,Minion,Mech,Common,2,2,3,Double Strike,Deal 1 damage to a random enemy,Junkyard dog. Gives you a card when it dies. Good dog.,True,CORE,
neutral_starport_lookout,Starport Lookout,Neutral,Minion,,Common,2,1,5,Deploy,Deal 1 damage to a random enemy,Watches. Grows. Never blinks.,True,CORE,
neutral_spark_elemental,Spark Elemental,Neutral,Minion,Elemental,Common,2,3,2,"Drain, Blitz, Deploy",BLITZ. Deal 1 damage to all enemies,Charges. Dies. Takes everyone down with it.,True,CORE,
neutral_moon_priestess,Moon Priestess,Neutral,Minion,,Common,2,1,4,"Blitz, Deploy",Gain +1/+1,Heals the moon. Gets bigger. Moon-related fitness.,True,CORE,
neutral_cosmic_enforcer,Cosmic Enforcer,Neutral,Minion,,Common,3,3,4,,Deal 1 damage,3/3 for 3. The platonic ideal of a minion.,True,CORE,
neutral_starship_pilot,Starship Pilot,Neutral,Minion,,Common,3,3,3,"Double Strike, Lethal, Deploy",SWIFT. Deal 1 damage,Flies in. Shoots once. Not a great pilot. Great card.,True,CORE,
neutral_galactic_brawler,Galactic Brawler,Neutral,Minion,,Common,3,4,3,Deploy,"Whenever this kills a minion, gain +1/+1",Fights. Wins. Gets buffer. Fights again.,True,CORE,
neutral_nebula_drake,Nebula Drake,Neutral,Minion,Beast,Common,3,3,5,,Deal 4 damage to a random enemy,Mini dragon. Maximum stats for 3 mana. No bells. No whistles. Just BEEF.,True,CORE,
neutral_void_watcher,Void Watcher,Neutral,Minion,,Common,3,2,5,Deploy,Deal 4 damage to a random enemy,Feeds on loss. Yours or theirs. It doesn't care.,True,CORE,
neutral_turbo_charger,Turbo Charger,Neutral,Minion,Mech,Common,3,2,4,"Cloak, Deploy, Swift",Give a friendly minion SWIFT,Gives SWIFT to friends. Is also a friend. Win-win.,True,CORE,
neutral_ironbark_defender,Ironbark Defender,Neutral,Minion,,Common,3,1,7,Double Strike,Deal 2 damage,Big Health. Small Attack. Enormous annoyance.,True,CORE,
neutral_bounty_hunter,Bounty Hunter,Neutral,Minion,,Common,3,3,4,"Barrier, Deploy",Deal 2 damage to a minion,Professional target elimination. Tips appreciated.,True,CORE,
neutral_harvest_golem,Harvest Golem,Neutral,Minion,Mech,Common,3,2,4,"Drain, Deploy",Summon a 2/1 Damaged Golem,Dies once. Comes back worse. Still annoying.,True,CORE,
neutral_cosmic_vulture,Cosmic Vulture,Neutral,Minion,Beast,Common,3,3,3,Deploy,"Whenever a minion dies, draw a card",Circling overhead. Waiting for death. Drawing cards from it.,True,CORE,
neutral_prism_guard,Prism Guard,Neutral,Minion,,Common,3,2,5,Swift,BARRIER,One free hit absorbed. Then it's just a 2/4. Still solid.,True,CORE,
neutral_void_stalker,Void Stalker,Neutral,Minion,,Common,3,3,4,Blitz,CLOAK,You can't see it. But it can see you. And it has 3 Attack.,True,CORE,
neutral_temporal_scout,Temporal Scout,Neutral,Minion,,Common,3,2,3,Blitz,BARRIER.,"Play it twice. Two scouts for the price of... well, two prices.",True,CORE,
neutral_nest_defender,Nest Defender,Neutral,Minion,Beast,Common,3,2,6,Double Strike,Deal 1 damage to all enemy minions,Protects the nest. The nest doesn't exist. Still guards it.,True,CORE,
neutral_reactor_core,Reactor Core,Neutral,Minion,Mech,Common,3,0,6,Deploy,Deal 1 damage to all enemy minions,Can't attack. CAN irradiate your opponent. Passive-aggressive machine.,True,CORE,
neutral_mercenary_blade,Mercenary Blade,Neutral,Minion,,Common,3,4,3,Swift,SWIFT,Paid to hit things immediately. Money well spent.,True,CORE,
neutral_cosmic_guardian,Cosmic Guardian,Neutral,Minion,,Common,4,3,6,Drain,Draw a card,Guards the cosmos. One board at a time.,True,CORE,
neutral_star_berserker,Star Berserker,Neutral,Minion,,Common,4,5,4,Deploy,Draw a card,Hit it. I dare you. It gets ANGRIER.,True,CORE,
neutral_supply_runner,Supply Runner,Neutral,Minion,,Common,4,3,4,"Cloak, Deploy",Draw 2 cards,Delivers supplies. The supplies are CARDS.,True,CORE,
neutral_void_reaper,Void Reaper,Neutral,Minion,,Common,4,4,5,,.,4/4 for 4. Sometimes simplicity is the ultimate sophistication.,True,CORE,
neutral_starsteel_golem,Starsteel Golem,Neutral,Minion,Mech,Common,4,3,6,Blitz,BARRIER,Hard to kill the first time. Still hard the second time.,True,CORE,
neutral_arena_champion,Arena Champion,Neutral,Minion,,Common,4,4,4,Lethal,Draw a card,Wins arenas. Immediately. That's the SWIFT advantage.,True,CORE,
neutral_dusk_stalker,Dusk Stalker,Neutral,Minion,,Common,4,3,4,"Swift, Guardian, Deploy",Draw a card,Hides. Grows. Strikes. The triple threat.,True,CORE,
neutral_cosmic_medic,Cosmic Medic,Neutral,Minion,,Common,4,3,5,"Drain, Deploy",Restore 4 Health to your Hero,House call. In space. Four Health restored.,True,CORE,
neutral_raging_elemental,Raging Elemental,Neutral,Minion,Elemental,Common,4,5,3,"Cloak, Deploy",Deal 2 damage to all enemies,Lives angry. Dies angrier.,True,CORE,
neutral_terraformer,Terraformer,Neutral,Minion,,Common,4,2,6,"Barrier, Deploy",Gain 1 empty Crystal,Builds worlds. Also builds your mana base.,True,CORE,
neutral_bouncer_bot,Bouncer Bot,Neutral,Minion,Mech,Common,4,3,5,"Guardian, Deploy",Return an enemy minion to your opponent's hand,You're not on the list. BACK to hand.,True,CORE,
neutral_pack_leader,Pack Leader,Neutral,Minion,Beast,Common,4,3,4,Deploy,Draw a card,The pack follows. The pack BITES.,True,CORE,
neutral_void_moth,Void Moth,Neutral,Minion,,Common,4,4,4,"Barrier, Blitz",Deal 2 damage to a random enemy,Hits fast. Dies soon. Draws a card. Circle of moth life.,True,CORE,
neutral_orbital_striker,Orbital Striker,Neutral,Minion,,Common,4,4,5,"Drain, Deploy",Deal 2 damage to a random enemy,Drops from orbit. Hits something. Sticks around.,True,CORE,
neutral_cosmic_enforcer_2,Cosmic Enforcer,Neutral,Minion,,Common,5,5,6,Cloak,GUARDIAN,The law of the cosmos. It's a 5/5 with GUARDIAN.,True,CORE,
neutral_galactic_gladiator,Galactic Gladiator,Neutral,Minion,,Common,5,5,5,Double Strike,Deal 5 damage to a random enemy,Enters the arena. Fights immediately. Crowd goes wild.,True,CORE,
neutral_stardust_giant,Stardust Giant,Neutral,Minion,Elemental,Common,5,4,7,Deploy,Deal 5 damage to a random enemy,Draw cards. Get cheap giants. The Astromancer's best friend.,True,CORE,
neutral_dragonhawk_rider,Dragonhawk Rider,Neutral,Minion,,Common,5,5,5,"Guardian, Deploy",Deal 2 damage to a random enemy,Hits twice. Regrets nothing.,True,CORE,
neutral_nebula_brute,Nebula Brute,Neutral,Minion,,Common,5,6,5,,.,Big stats. No abilities. Purist card design.,True,CORE,
neutral_void_stalker_elite,Void Stalker Elite,Neutral,Minion,,Common,5,4,6,Blitz,Deal 3 damage to a random enemy,"A bigger, badder version of the 3-cost. Still invisible.",True,CORE,
neutral_siege_breaker,Siege Breaker,Neutral,Minion,,Common,5,5,6,"Drain, Deploy",Deal 3 damage to a random enemy minion,Breaks sieges. Also breaks faces.,True,CORE,
neutral_starfire_elementalist,Starfire Elementalist,Neutral,Minion,Elemental,Common,5,4,5,"Cloak, Deploy",Deal 3 damage to all enemy minions,Walking board clear. With a body.,True,CORE,
neutral_chrome_drake,Chrome Drake,Neutral,Minion,Mech,Common,5,5,6,Double Strike,Deal 2 damage to a random enemy,Metal dragon. Shielded dragon. STILL a dragon.,True,CORE,
neutral_primal_titan,Primal Titan,Neutral,Minion,,Common,5,5,6,"Double Strike, Deploy",Deal 2 damage to a random enemy,Five mana. Five/Five. Choose your bonus. Simple. Effective.,True,CORE,
neutral_cosmic_surgeon,Cosmic Surgeon,Neutral,Minion,,Common,5,3,6,"Drain, Deploy",Restore a friendly minion to full Health. Give it +2/+2,Heals and buffs. The best kind of doctor.,True,CORE,
neutral_bombardment_drone,Bombardment Drone,Neutral,Minion,Mech,Common,5,4,5,Deploy,Deal 2 damage to a random enemy,Air support. Every. Single. Turn.,True,CORE,
neutral_thunder_lizard,Thunder Lizard,Neutral,Minion,Beast,Common,5,4,6,"Barrier, Deploy","Deal 2 damage. If the target dies, gain +3/+3",Zaps prey. Eats prey. Gets ENORMOUS from prey.,True,CORE,
neutral_astral_wanderer,Astral Wanderer,Neutral,Minion,,Common,5,3,7,Cloak,DRAIN,Walks slowly. Hits gently. Heals constantly. Immortal annoyance.,True,CORE,
neutral_cosmic_dreadnought,Cosmic Dreadnought,Neutral,Minion,,Common,6,6,7,,.,Six. Six. Six. The number of the STATS.,True,CORE,
neutral_galactic_warden,Galactic Warden,Neutral,Minion,,Common,6,5,8,Blitz,Deal 3 damage to all enemy minions,Big wall. Big stats. Big problems for your opponent.,True,CORE,
neutral_supernova_elemental,Supernova Elemental,Neutral,Minion,Elemental,Common,6,6,6,"Cloak, Deploy",Deal 3 damage to all enemies,Explodes spectacularly. As intended.,True,CORE,
neutral_star_destroyer,Star Destroyer,Neutral,Minion,,Common,6,7,5,Lethal,Deal 3 damage to a random enemy,Big. Fast. Angry. In that order.,True,CORE,
neutral_void_horror,Void Horror,Neutral,Minion,,Common,6,5,6,"Swift, Deploy",Deal 3 damage to a random enemy,Picks a random victim. The victim has no say.,True,CORE,
neutral_arcane_colossus,Arcane Colossus,Neutral,Minion,Elemental,Common,6,4,8,"Swift, Deploy",Gain +2/+2,Cast spells. Watch it grow. Simple magic.,True,CORE,
neutral_chrome_hydra,Chrome Hydra,Neutral,Minion,Mech,Common,6,5,6,"Double Strike, Deploy",Deal 2 damage to 3 random enemies,Three heads. Three targets. Three problems.,True,CORE,
neutral_forest_ancient,Forest Ancient,Neutral,Minion,Beast,Common,6,4,9,"Double Strike, Cloak",GUARDIAN.,Old. Tough. Adaptable. Your grandpa wishes.,True,CORE,
neutral_shadow_matriarch,Shadow Matriarch,Neutral,Minion,,Common,6,5,7,"Blitz, Deploy",Summon two 2/2 Shadow Spawn,Brings friends. They're not friendly.,True,CORE,
neutral_starforged_knight,Starforged Knight,Neutral,Minion,,Common,6,6,6,"Guardian, Barrier, Deploy",Deal 3 damage to a random enemy,Shielded AND fast. The premium package.,True,CORE,
neutral_gravity_well,Gravity Well,Neutral,Minion,,Common,6,3,7,"Cloak, Deploy",Deal 6 damage to a random enemy,Pulls everything in. Including your opponent's budget.,True,CORE,
neutral_abyssal_lurker,Abyssal Lurker,Neutral,Minion,,Common,6,6,6,Cloak,DRAIN,Hits for 6. Heals for 6. Every single turn.,True,CORE,
neutral_cosmic_titan,Cosmic Titan,Neutral,Minion,,Common,7,7,8,,.,Seven. Seven. Seven. Cosmic perfection.,True,CORE,
neutral_war_golem,War Golem,Neutral,Minion,,Common,7,7,8,Double Strike,Deal 3 damage to a random enemy,Big rock. Big wall. Big problem.,True,CORE,
neutral_stellar_dragon,Stellar Dragon,Neutral,Minion,Beast,Common,7,6,7,"Drain, Barrier, Deploy",Deal 3 damage to a random enemy,Space dragon that hits first and tanks a hit. Premium beast.,True,CORE,
neutral_annihilator_mech,Annihilator Mech,Neutral,Minion,Mech,Common,7,7,6,"Swift, Deploy",Deal 5 damage to an enemy minion,Arrives. Annihilates. Announces nothing.,True,CORE,
neutral_storm_giant,Storm Giant,Neutral,Minion,Elemental,Common,7,6,9,"Barrier, Deploy",Deal 3 damage to all enemies,Seven tons of weather. Bad weather.,True,CORE,
neutral_cosmic_warlord,Cosmic Warlord,Neutral,Minion,,Common,7,6,7,"Blitz, Deploy",Give all friendly minions +2/+2,Rallies the troops. The troops get HUGE.,True,CORE,
neutral_voidcaller,Voidcaller,Neutral,Minion,,Common,7,5,8,"Guardian, Deploy",Deal 3 damage to a random enemy,Calls to the void. The void sends reinforcements.,True,CORE,
neutral_astral_behemoth,Astral Behemoth,Neutral,Minion,,Common,7,7,8,Blitz,Deal 3 damage to a random enemy,Seven mana. 7/7. Plus whatever it evolves into. BEAST MODE.,True,CORE,
neutral_ironclad_sentinel,Ironclad Sentinel,Neutral,Minion,Mech,Common,7,5,10,"Swift, Guardian, Deploy",Deal 3 damage to a random enemy,Two layers of defense. Nine health behind them. Good luck.,True,CORE,
neutral_galactic_predator,Galactic Predator,Neutral,Minion,Beast,Common,7,8,6,"Barrier, Cloak, Deploy",Deal 3 damage to a random enemy,Fast. Venomous. Immediately lethal. Nature's final answer.,True,CORE,
neutral_ancient_goliath,Ancient Goliath,Neutral,Minion,,Common,8,8,9,Drain,Draw 3 cards,Old as time. Big as space. Mean as a parking ticket.,True,CORE,
neutral_cosmic_leviathan,Cosmic Leviathan,Neutral,Minion,,Common,8,8,9,"Blitz, Deploy",Draw 3 cards,Big body. Big draw. Big deal.,True,CORE,
neutral_star_colossus,Star Colossus,Neutral,Minion,,Common,8,7,10,"Swift, Deploy",Deal 4 damage to a random enemy,Immune to tricks. Resistant to damage. Weak to nothing.,True,CORE,
neutral_void_mammoth,Void Mammoth,Neutral,Minion,Beast,Common,8,8,8,"Guardian, Cloak, Deploy",Deal 4 damage to a random enemy,Charges in. Blocks everything. An 8-mana miracle.,True,CORE,
neutral_mechanical_overlord,Mechanical Overlord,Neutral,Minion,Mech,Common,8,7,8,"Cloak, Deploy, Barrier",Give all friendly Mechs +3/+3 and BARRIER,The boss mech. All other mechs salute.,True,CORE,
neutral_flame_titan,Flame Titan,Neutral,Minion,Elemental,Common,8,8,7,"Double Strike, Guardian, Deploy",BLITZ. Deal 4 damage to all enemies,Charges in. Dies in glory. Takes everyone with it.,True,CORE,
neutral_cosmic_destroyer,Cosmic Destroyer,Neutral,Minion,,Common,9,9,10,"Lethal, Deploy",Deal 4 damage to a random enemy,Nine mana. Nine attack. Nine health. One dead enemy.,True,CORE,
neutral_planet_eater,Planet Eater,Neutral,Minion,,Common,9,8,9,"Guardian, Deploy",Deal 8 damage to all enemy minions,Eats planets. Your minions are smaller than planets. Do the math.,True,CORE,
neutral_arcane_overlord,Arcane Overlord,Neutral,Minion,Elemental,Common,9,7,10,"Guardian, Deploy",Deal 4 damage to a random enemy,Free spells? Three of them? From a 7/9? Yes please.,True,CORE,
neutral_titan_of_war,Titan of War,Neutral,Minion,,Common,9,9,8,"Double Strike, Barrier, Deploy",Deal 4 damage to a random enemy,Hits TWICE. IMMEDIATELY. Eighteen damage potential. On arrival.,True,CORE,
neutral_cosmic_wyrm,Cosmic Wyrm,Neutral,Minion,,Common,10,10,11,"Swift, Double Strike, Deploy",Deal 5 damage to a random enemy,The biggest wall in the galaxy. With a shield.,True,CORE,
neutral_ultramech,Ultramech,Neutral,Minion,Mech,Common,10,10,9,"Guardian, Double Strike, Deploy",BLITZ. BARRIER. Deal 5 damage to all enemies,Maximum mech. Maximum violence. Maximum EVERYTHING.,True,CORE,
neutral_world_breaker,World Breaker,Neutral,Minion,,Common,10,8,9,"Lethal, Deploy",Destroy ALL enemy minions,Board clear on legs. Ten mana legs.,True,CORE,
neutral_sea_of_stars,Sea of Stars,Neutral,Minion,Elemental,Common,10,7,13,"Cloak, Deploy",Deal 5 damage to a random enemy,Dies and gives you seven 3/3s. The ultimate last laugh.,True,CORE,
neutral_arena_scrapper,Arena Scrapper,Neutral,Minion,,Common,2,2,3,Deploy,Deal 1 damage to a minion,Small but scrappy. Emphasis on SCRAP.,True,CORE,
neutral_cosmic_cadet,Cosmic Cadet,Neutral,Minion,,Common,1,1,2,Deploy,Gain +1/+1 if your Hero is at full Health,Fresh-faced. Full-health dependent.,True,CORE,
neutral_trade_hauler,Trade Hauler,Neutral,Minion,Mech,Common,3,2,5,"Blitz, Deploy",Draw a card,Fair trader. Suspiciously fair.,True,CORE,
neutral_mushroom_forager,Mushroom Forager,Neutral,Minion,,Common,2,2,4,"Blitz, Deploy",Restore 2 Health to your Hero,Found a mushroom. You feel better already.,True,CORE,
neutral_comet_rider,Comet Rider,Neutral,Minion,,Common,4,5,4,Swift,Deal 4 damage to a random enemy,Rides a comet. Into your face.,True,CORE,
neutral_void_screamer,Void Screamer,Neutral,Minion,,Common,3,4,3,Deploy,Deal 4 damage to a random enemy,Screams into the void. Your opponent loses a card.,True,CORE,
neutral_ancient_watcher,Ancient Watcher,Neutral,Minion,,Common,2,4,6,Deploy,Deal 1 damage to a random enemy,Watches. Only watches. Very good at watching.,True,CORE,
neutral_galactic_merchant,Galactic Merchant,Neutral,Minion,,Common,4,3,5,"Barrier, Deploy",Draw a card,Sells secrets. Your opponent's secrets.,True,CORE,
neutral_salvage_hulk,Salvage Hulk,Neutral,Minion,Mech,Common,5,4,6,Barrier,GUARDIAN,Big. Sturdy. Draws a card when it dies. Full package.,True,CORE,
neutral_cosmic_healer,Cosmic Healer,Neutral,Minion,,Common,3,2,5,"Blitz, Deploy",Restore 3 Health to all friendly characters,Group heal. No appointment necessary.,True,CORE,
neutral_phase_spider,Phase Spider,Neutral,Minion,Beast,Common,4,4,4,Blitz,SWIFT.,Can't target it with spells. Can target you with FANGS.,True,CORE,
neutral_starbound_sentinel,Starbound Sentinel,Neutral,Minion,,Common,6,5,7,"Double Strike, Deploy, Barrier",Give a friendly minion BARRIER and +2/+2,Arrives. Buffs a friend. Great teammate.,True,CORE,
neutral_coin_of_fortune,Coin of Fortune,Neutral,Spell,,Common,0,,,,Gain 1 Crystal this turn only,Heads you win. Tails you still win. It's free mana.,True,CORE,
neutral_inner_strength,Inner Strength,Neutral,Spell,,Common,0,1,1,,Give a minion +1/+1,Free buff. No strings. No cost. Just POWER.,True,CORE,
neutral_spark,Spark,Neutral,Spell,,Common,0,,,,Deal 1 damage,One damage. Zero cost. Infinite annoyance.,True,CORE,
neutral_quick_peek,Quick Peek,Neutral,Spell,,Common,0,,,,Draw a card if the top card costs (2) or less,Peek for free. Maybe draw for free too.,True,CORE,
neutral_void_bolt,Void Bolt,Neutral,Spell,,Common,1,,,,Deal 2 damage,Pew. Simple. Effective.,True,CORE,
neutral_cosmic_shield,Cosmic Shield,Neutral,Spell,,Common,1,,,Barrier,Give a minion BARRIER,One free hit absorbed. Just one. Make it count.,True,CORE,
neutral_emergency_heal,Emergency Heal,Neutral,Spell,,Common,1,,,,Restore 4 Health to your Hero,Band-aid for the cosmos. Works in a pinch.,True,CORE,
neutral_tactical_retreat,Tactical Retreat,Neutral,Spell,,Common,1,,,,Return a friendly minion to your hand. Draw a card,Strategic withdrawal. With a bonus card.,True,CORE,
neutral_galactic_flare,Galactic Flare,Neutral,Spell,,Common,1,,,,Deal 1 damage to all enemy minions,Mild inconvenience. Board-wide.,True,CORE,
neutral_star_shard,Star Shard,Neutral,Spell,,Common,1,,,,Deal 3 damage to a minion,Three damage to one thing. Bread and butter.,True,CORE,
neutral_starfire_bolt,Starfire Bolt,Neutral,Spell,,Common,2,,,,Deal 3 damage,Three damage. Anywhere. Simple math.,True,CORE,
neutral_fortify,Fortify,Neutral,Spell,,Common,2,2,4,,Give a minion +2/+4,Two more attack. Four more health. All more win.,True,CORE,
neutral_scavenge,Scavenge,Neutral,Spell,,Common,2,,,,Draw 2 cards,Dig through the deck. Find good stuff. Classic.,True,CORE,
neutral_stasis_field,Stasis Field,Neutral,Spell,,Common,2,,,,Freeze an enemy minion. Draw a card,Ice AND a card. Chilling efficiency.,True,CORE,
neutral_cosmic_dust,Cosmic Dust,Neutral,Spell,,Common,2,,,,Deal 1 damage to all enemies,Dust in the wind. DAMAGING dust.,True,CORE,
neutral_power_surge,Power Surge,Neutral,Spell,,Common,2,3,0,,Give a minion +3 Attack this turn,Temporary rage. Permanent results.,True,CORE,
neutral_void_lance,Void Lance,Neutral,Spell,,Common,3,,,,Deal 4 damage,Four damage. One target. Zero mercy.,True,CORE,
neutral_cosmic_renewal,Cosmic Renewal,Neutral,Spell,,Common,3,,,,Restore 8 Health to your Hero,Deep breath. Full heal. Almost.,True,CORE,
neutral_mass_shield,Mass Shield,Neutral,Spell,,Common,3,0,2,,Give all friendly minions +0/+2,Everyone gets tougher. Group fitness program.,True,CORE,
neutral_mind_control_shot,Mind Control Shot,Neutral,Spell,,Common,3,,,,"Deal 3 damage to a minion. If it survives, freeze it for 2 turns",Zap it. Then freeze it. Double punishment.,True,CORE,
neutral_salvage_run,Salvage Run,Neutral,Spell,,Common,3,,,,Draw 3 cards. Discard 1,Take three. Return one. Net positive.,True,CORE,
neutral_star_shatter,Star Shatter,Neutral,Spell,,Common,3,,,,Destroy a minion with 3 or less Attack,Small enough to shatter? Shattered.,True,CORE,
neutral_plasma_cannon,Plasma Cannon,Neutral,Spell,,Common,4,,,,Deal 5 damage,Big gun. Big damage. Big satisfied.,True,CORE,
neutral_board_sweep,Board Sweep,Neutral,Spell,,Common,4,,,,Deal 2 damage to all minions,Clears the riffraff. Both sides suffer. One side planned for it.,True,CORE,
neutral_cosmic_infusion,Cosmic Infusion,Neutral,Spell,,Common,4,4,4,Guardian,Give a minion +4/+4 and GUARDIAN,Now it's big. Now it's blocking. Now it's a PROBLEM.,True,CORE,
neutral_supernova_burst,Supernova Burst,Neutral,Spell,,Common,4,,,,Deal 3 damage to all enemy minions,Everything on their side hurts. Everything on yours doesn't.,True,CORE,
neutral_supply_drop,Supply Drop,Neutral,Spell,,Common,4,,,,Draw 3 cards,Three cards. Four mana. Math checks out.,True,CORE,
neutral_exile,Exile,Neutral,Spell,,Common,4,,,Cloak,an enemy minion,Not destroyed. ERASED. Big difference.,True,CORE,
neutral_meteor_strike,Meteor Strike,Neutral,Spell,,Common,5,,,,Deal 7 damage to a minion,Space rock meets face. Face loses.,True,CORE,
neutral_mass_resurrection,Mass Resurrection,Neutral,Spell,,Common,5,,,,Summon 2 random friendly minions that died this game,They're back. From the dead. And they're NOT happy.,True,CORE,
neutral_cosmic_storm,Cosmic Storm,Neutral,Spell,,Common,5,,,,Deal 3 damage to all enemies. Draw a card,Storms AND card draw. Best weather ever.,True,CORE,
neutral_warp_strike,Warp Strike,Neutral,Spell,,Common,5,,,,Deal 5 damage to 2 random enemy minions,Two targets. Five damage each. Surgical chaos.,True,CORE,
neutral_annihilation_beam,Annihilation Beam,Neutral,Spell,,Common,6,,,,Deal 8 damage,Big beam. Big damage. Big problems for one specific thing.,True,CORE,
neutral_cosmic_wrath,Cosmic Wrath,Neutral,Spell,,Common,6,,,,Deal 4 damage to all enemies,The cosmos is angry. FOUR damage angry.,True,CORE,
neutral_soul_harvest,Soul Harvest,Neutral,Spell,,Common,6,,,,Destroy all damaged minions. Draw a card for each,"If it's hurt, it's dead. Also, free cards.",True,CORE,
neutral_gravitational_collapse,Gravitational Collapse,Neutral,Spell,,Common,7,,,,Destroy all minions,Everyone dies. Start over. Classic reset button.,True,CORE,
neutral_stellar_bombardment,Stellar Bombardment,Neutral,Spell,,Common,7,,,,Deal 5 damage to all enemies. Deal 2 damage to all friendly minions,Mostly hurts them. Slightly hurts you. Worth it.,True,CORE,
neutral_galaxy_collapse,Galaxy Collapse,Neutral,Spell,,Common,8,,,,Destroy all minions. Deal 5 damage to both Heroes,Nobody wins. Except whoever has more Health.,True,CORE,
neutral_star_forge_blast,Star Forge Blast,Neutral,Spell,,Common,9,,,,Deal 10 damage. Draw 2 cards,Ten damage. Two cards. Nine mana. Premium destruction.,True,CORE,
neutral_final_nova,Final Nova,Neutral,Spell,,Common,10,,,,Deal 10 damage to all enemies. Restore 10 Health to your Hero,The FINAL word. Ten damage out. Ten health in.,True,CORE,
neutral_void_rat,Void Rat,Neutral,Minion,Beast,Rare,1,1,2,"Drain, Deploy",Deal 1 damage to a random enemy,Brings surprises. Not always good surprises.,True,CORE,
neutral_clockwork_prodigy,Clockwork Prodigy,Neutral,Minion,Mech,Rare,1,1,3,Deploy,Gains +1/+1 for each Mech you play this game,Starts small. Remembers EVERYTHING.,True,CORE,
